ParticipantID,SourceType,SourceLocation,Code,Category,Theme,MethodDiscussed,TaskDiscussed,Valence,ResearchQuestion,RelatedQuantitativeResult,EvidenceClassification,IncludedInManuscript,QuotationID
SITE1/P13,INTERVIEW,SITE1/P13/interview/Q5,VISUAL_UI_PRESENTATION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,SHARED_UI,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NEGATIVE,RQ3,workload; usability,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P13,QUESTIONNAIRE_FREE_TEXT,SITE1/P13/questionnaire/POST_CONDITION_COMMENT,LEARNING_AND_ACCLIMATIZATION,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,Minimap,POST_METHOD_BLOCK,NOT_EXPLICITLY_CLASSIFIED,RQ3,within-method latency and head-rotation trends,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q1,DISTANCE_DEPENDENT_SUITABILITY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Baseline,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",ENHANCED,RQ1,precision by distance; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q1,PERCEIVED_REALISM_AND_COHERENCE,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,Baseline,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",ENHANCED,RQ3,usability; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q2,MAP_FRAME_ALIGNMENT,T2_SPATIAL_REPRESENTATION;T3_CONTROL_PRECISION_UI,T2_SPATIAL_REPRESENTATION;T3_CONTROL_PRECISION_UI,Minimap,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2/RQ3,yaw/pitch; head rotation; workload,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q2,SPATIAL_ORIENTATION_DISRUPTED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Minimap,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,spatial-awareness composite; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q2,REORIENTATION_AND_TURNING_COST,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Minimap,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,latency; head rotation; yaw/pitch,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q2,DISTANCE_DEPENDENT_SUITABILITY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,MULTIPLE,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ1,precision by distance; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q2,SPATIAL_ORIENTATION_SUPPORTED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,MULTIPLE,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,spatial-awareness composite; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q2,SPATIAL_ORIENTATION_DISRUPTED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,MULTIPLE,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,spatial-awareness composite; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q3,TRAVERSAL_EFFICIENCY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Minimap,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NEGATIVE,RQ1,route time; teleport count; path efficiency,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q3,LANDING_PRECISION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Minimap,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NEGATIVE,RQ1/RQ3,direct-hit and sequential landing error,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q3,DISTANCE_DEPENDENT_SUITABILITY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Minimap,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NEGATIVE,RQ1,precision by distance; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q4,DISTANCE_DEPENDENT_SUITABILITY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Baseline,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1,precision by distance; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Baseline,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q4,TELEPORT_PATH_VISIBILITY,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Baseline,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1/RQ2,landing precision,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q4,DESTINATION_OCCLUSION,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Baseline,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1/RQ2,landing precision; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q4,DISTANCE_DEPENDENT_SUITABILITY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1,precision by distance; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q4,DESTINATION_AREA_PREVIEW,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ2,spatial awareness; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q4,ENVIRONMENT_GEOMETRY_CONSTRAINT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,CONDITIONAL,RQ1,method-by-route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q4,TELEPORT_PATH_VISIBILITY,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,CONDITIONAL,RQ1/RQ2,landing precision,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,CONDITIONAL,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q4,DISTANCE_DEPENDENT_SUITABILITY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Minimap,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE;CONDITIONAL,RQ1,precision by distance; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q4,VISUAL_UI_PRESENTATION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Minimap,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE;CONDITIONAL,RQ3,workload; usability,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Minimap,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE;CONDITIONAL,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,INTERVIEW,SITE1/P14/interview/Q5,NO_SUBSTANTIVE_CODE,AUDIT_ONLY_OR_SECONDARY,NONE,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,NONE,NONE,EXPLICIT_NO_ADDITIONAL_COMMENT_OR_NONCONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,QUESTIONNAIRE_FREE_TEXT,SITE1/P14/questionnaire/POST_CONDITION_COMMENT,TRAVERSAL_EFFICIENCY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Baseline,POST_METHOD_BLOCK,POSITIVE,RQ1,route time; teleport count; path efficiency,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,QUESTIONNAIRE_FREE_TEXT,SITE1/P14/questionnaire/POST_CONDITION_COMMENT,DESTINATION_OCCLUSION,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Baseline,POST_METHOD_BLOCK,NOT_EXPLICITLY_CLASSIFIED,RQ1/RQ2,landing precision; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,QUESTIONNAIRE_FREE_TEXT,SITE1/P14/questionnaire/POST_CONDITION_COMMENT,TRAVERSAL_EFFICIENCY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Baseline,POST_METHOD_BLOCK,NEGATIVE,RQ1,route time; teleport count; path efficiency,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,QUESTIONNAIRE_FREE_TEXT,SITE1/P14/questionnaire/POST_CONDITION_COMMENT,LANDING_PRECISION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Baseline,POST_METHOD_BLOCK,NEGATIVE,RQ1/RQ3,direct-hit and sequential landing error,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,QUESTIONNAIRE_FREE_TEXT,SITE1/P14/questionnaire/POST_CONDITION_COMMENT,DISTANCE_DEPENDENT_SUITABILITY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Baseline,POST_METHOD_BLOCK,NEGATIVE,RQ1,precision by distance; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,QUESTIONNAIRE_FREE_TEXT,SITE1/P14/questionnaire/POST_CONDITION_COMMENT,LANDING_PRECISION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Minimap,POST_METHOD_BLOCK,NEGATIVE;INCREASED,RQ1/RQ3,direct-hit and sequential landing error,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,QUESTIONNAIRE_FREE_TEXT,SITE1/P14/questionnaire/POST_CONDITION_COMMENT,CONTROL_SENSITIVITY_AND_RELEASE,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Minimap,POST_METHOD_BLOCK,NEGATIVE;INCREASED,RQ1/RQ3,landing error; corrective teleports,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,QUESTIONNAIRE_FREE_TEXT,SITE1/P14/questionnaire/POST_CONDITION_COMMENT,MAP_FRAME_ALIGNMENT,T2_SPATIAL_REPRESENTATION;T3_CONTROL_PRECISION_UI,T2_SPATIAL_REPRESENTATION;T3_CONTROL_PRECISION_UI,Minimap,POST_METHOD_BLOCK,NEGATIVE;INCREASED,RQ2/RQ3,yaw/pitch; head rotation; workload,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,QUESTIONNAIRE_FREE_TEXT,SITE1/P14/questionnaire/POST_CONDITION_COMMENT,COGNITIVE_AND_INTERACTION_WORKLOAD,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,Minimap,POST_METHOD_BLOCK,NEGATIVE;INCREASED,RQ3,RAW-TLX,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,QUESTIONNAIRE_FREE_TEXT,SITE1/P14/questionnaire/POST_CONDITION_COMMENT,TELEPORT_PATH_VISIBILITY,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Tsunami,POST_METHOD_BLOCK,NOT_EXPLICITLY_CLASSIFIED,RQ1/RQ2,landing precision,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,QUESTIONNAIRE_FREE_TEXT,SITE1/P14/questionnaire/POST_CONDITION_COMMENT,ENVIRONMENT_GEOMETRY_CONSTRAINT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,POST_METHOD_BLOCK,NOT_EXPLICITLY_CLASSIFIED,RQ1,method-by-route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,QUESTIONNAIRE_FREE_TEXT,SITE1/P14/questionnaire/POST_CONDITION_COMMENT,DESTINATION_OCCLUSION,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,POST_METHOD_BLOCK,NOT_EXPLICITLY_CLASSIFIED,RQ1/RQ2,landing precision; route interaction,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P14,QUESTIONNAIRE_FREE_TEXT,SITE1/P14/questionnaire/POST_CONDITION_COMMENT,SPATIAL_ORIENTATION_DISRUPTED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Tsunami,POST_METHOD_BLOCK,NOT_EXPLICITLY_CLASSIFIED,RQ2,spatial-awareness composite; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P15,INTERVIEW,SITE1/P15/interview/Q1,TRAVERSAL_EFFICIENCY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",POSITIVE,RQ1,route time; teleport count; path efficiency,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P15,INTERVIEW,SITE1/P15/interview/Q1,ENJOYMENT_AND_AESTHETIC_APPEAL,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,Tsunami,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",POSITIVE,RQ3,fun ranking; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P15,INTERVIEW,SITE1/P15/interview/Q2,DESTINATION_AREA_PREVIEW,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Minimap,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,spatial awareness; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P15,INTERVIEW,SITE1/P15/interview/Q2,SPATIAL_ORIENTATION_SUPPORTED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Minimap,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,spatial-awareness composite; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P15,INTERVIEW,SITE1/P15/interview/Q2,VISUAL_UI_PRESENTATION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Minimap,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",CONDITIONAL,RQ3,workload; usability,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P15,INTERVIEW,SITE1/P15/interview/Q3,NO_SUBSTANTIVE_CODE,AUDIT_ONLY_OR_SECONDARY,NONE,MULTI_OR_UNSPECIFIED,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,NONE,NONE,EXPLICIT_NO_ADDITIONAL_COMMENT_OR_NONCONTENT,NO_DIRECT_QUOTATION,
SITE1/P15,INTERVIEW,SITE1/P15/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P15,INTERVIEW,SITE1/P15/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Minimap,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P15,INTERVIEW,SITE1/P15/interview/Q4,DESTINATION_AREA_PREVIEW,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Minimap,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ2,spatial awareness; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P15,INTERVIEW,SITE1/P15/interview/Q4,DISTANCE_ESTIMATION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Minimap,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ2,distance-awareness composite,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P15,INTERVIEW,SITE1/P15/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Baseline,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P15,INTERVIEW,SITE1/P15/interview/Q5,VISUAL_UI_PRESENTATION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Minimap,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NEGATIVE,RQ3,workload; usability,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P15,INTERVIEW,SITE1/P15/interview/Q5,LANDING_PRECISION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Minimap,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NEGATIVE,RQ1/RQ3,direct-hit and sequential landing error,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P15,INTERVIEW,SITE1/P15/interview/Q5,CYBERSICKNESS_AND_BODILY_DISCOMFORT,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,Tsunami,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",POSITIVE;ANTICIPATED_NOT_EXPERIENCED,RQ3,CSQ-VR,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P15,INTERVIEW,SITE1/P15/interview/Q5,ENJOYMENT_AND_AESTHETIC_APPEAL,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,Tsunami,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",POSITIVE;ANTICIPATED_NOT_EXPERIENCED,RQ3,fun ranking; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P15,INTERVIEW,SITE1/P15/interview/Q5,DISTANCE_ESTIMATION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Tsunami,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",POSITIVE,RQ2,distance-awareness composite,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P15,INTERVIEW,SITE1/P15/interview/Q5,LANDING_PRECISION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,Tsunami,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",POSITIVE,RQ1/RQ3,direct-hit and sequential landing error,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P15,INTERVIEW,SITE1/P15/interview/Q5,DESTINATION_AREA_PREVIEW,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Tsunami,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",POSITIVE,RQ2,spatial awareness; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P15,INTERVIEW,SITE1/P15/interview/Q5,TRAVERSAL_EFFICIENCY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",POSITIVE,RQ1,route time; teleport count; path efficiency,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P15,QUESTIONNAIRE_FREE_TEXT,SITE1/P15/questionnaire/POST_CONDITION_COMMENT,VISUAL_UI_PRESENTATION,T3_CONTROL_PRECISION_UI,T3_CONTROL_PRECISION_UI,SHARED_UI,POST_METHOD_BLOCK,NEGATIVE,RQ3,workload; usability,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P16,INTERVIEW,SITE1/P16/interview/Q1,PRIOR_FAMILIARITY,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,Baseline,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ3,usability; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P16,INTERVIEW,SITE1/P16/interview/Q2,TRAVERSAL_EFFICIENCY,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,Tsunami,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",POSITIVE,RQ1,route time; teleport count; path efficiency,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P16,INTERVIEW,SITE1/P16/interview/Q2,SPATIAL_ORIENTATION_SUPPORTED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Tsunami,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",POSITIVE,RQ2,spatial-awareness composite; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P16,INTERVIEW,SITE1/P16/interview/Q3,ENVIRONMENTAL_ATTENTION_REDUCED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Minimap,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,head rotation; latency; spatial awareness,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P16,INTERVIEW,SITE1/P16/interview/Q3,SPATIAL_ORIENTATION_DISRUPTED,T2_SPATIAL_REPRESENTATION,T2_SPATIAL_REPRESENTATION,Minimap,"POST_SESSION_INTERVIEW; task may be Precision, Navigation, tutorial, or general unless explicitly stated",NOT_EXPLICITLY_CLASSIFIED,RQ2,spatial-awareness composite; continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P16,INTERVIEW,SITE1/P16/interview/Q4,TASK_CONTEXT_FIT,T1_SCALE_CONTEXT,T1_SCALE_CONTEXT,MULTIPLE,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE;ENHANCED,RQ1/RQ3,route interaction; preference,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
SITE1/P16,INTERVIEW,SITE1/P16/interview/Q4,IMMERSION_AND_PRESENCE,T4_ADOPTION_EXPERIENCE,T4_ADOPTION_EXPERIENCE,MULTIPLE,APPLICATION_CONTEXT_OR_GENERAL,SUITABLE;ENHANCED,RQ2/RQ3,environmental continuity,DIRECTLY_EXPRESSED_PARTICIPANT_CONTENT,NO_DIRECT_QUOTATION,
