ParticipantUID,ParticipantID,Location,Method,Route,MethodOrder,Run,CheckpointIndex,SourceFile,FirstAimSourceRow,FirstTeleportSourceRow,FirstAppearSourceRow,FinalAppearSourceRow,ProgressBannerSourceRow,FirstAimTimestamp,FirstTeleportTimestamp,FirstAppearTimestamp,FinalAppearTimestamp,ProgressBannerTimestamp,StartPos_x,StartPos_y,StartPos_z,TargetPos_x,TargetPos_y,TargetPos_z,FirstLandingPos_x,FirstLandingPos_y,FirstLandingPos_z,FinalLandingPos_x,FinalLandingPos_y,FinalLandingPos_z,InitialTargetDistance2D,InitialTargetDistance3D,FirstTeleportDistance2D,FirstTeleportDistance3D,FirstLandingError2D,FirstLandingError3D,FinalLandingError2D,FinalLandingError3D,DirectHit,CorrectionCount,TeleportCountToCheckpoint,AllCorrectionsUnder100m,ContainsCorrectionAtLeast100m,TotalCorrectionDistance2D,TotalCorrectionDistance3D,MaxCorrectionDistance2D,MaxCorrectionDistance3D,FirstCorrectionLatency,TotalEpisodeTime,BannerDelayTime,TeleportActionSequence,TeleportSourceRows,AppearSourceRows,CorrectionDistances2D,CorrectionDistances3D,DistanceBand100m,DistanceBandBalanced,EpisodeStatus
SITE2_P01,P01,SITE2,map,C,2,6,2,P01_race_map_C_6.csv,7,8,9,9,10,09:36:25.615,09:36:32.399,09:36:32.399,09:36:32.399,09:36:37.620,-2302.800000,-146.200000,59.600000,-2303.900000,-147.000000,-387.200000,-2304.000000,-145.500000,-384.800000,-2304.000000,-145.500000,-384.800000,446.801354,446.802070,444.401620,444.402171,2.402082,2.831960,2.402082,2.831960,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,6.784000,5.221000,teleport_map,8,9,,,400-500,351-500,direct_hit
SITE2_P01,P01,SITE2,map,C,2,6,3,P01_race_map_C_6.csv,11,12,13,13,14,09:36:38.013,09:36:44.308,09:36:44.308,09:36:44.308,09:36:55.286,-2304.000000,-145.500000,-384.800000,-1943.900000,-143.600000,-367.100000,-1944.700000,-142.100000,-366.900000,-1944.700000,-142.100000,-366.900000,360.534742,360.539748,359.745605,359.760740,0.824621,1.711724,0.824621,1.711724,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,6.295000,10.978000,teleport_map,12,13,,,300-400,351-500,direct_hit
SITE2_P01,P01,SITE2,map,C,2,6,4,P01_race_map_C_6.csv,15,16,17,17,18,09:36:56.593,09:37:00.894,09:37:00.895,09:37:00.895,09:37:05.382,-1944.800000,-142.200000,-366.800000,-2025.000000,-148.600000,-798.000000,-2023.100000,-147.000000,-797.300000,-2023.100000,-147.000000,-797.300000,438.594893,438.641585,437.580633,437.608067,2.024846,2.580698,2.024846,2.580698,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,4.302000,4.487000,teleport_map,16,17,,,400-500,351-500,direct_hit
SITE2_P01,P01,SITE2,map,C,2,6,5,P01_race_map_C_6.csv,19,20,21,21,22,09:37:06.958,09:37:11.927,09:37:11.927,09:37:11.927,09:37:17.269,-2023.100000,-147.100000,-797.400000,-1819.400000,-140.800000,-1190.000000,-1820.900000,-139.400000,-1190.800000,-1820.900000,-139.400000,-1190.800000,442.299050,442.343916,442.275898,442.342921,1.700000,2.202272,1.700000,2.202272,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,4.969000,5.342000,teleport_map,20,21,,,400-500,351-500,direct_hit
SITE2_P01,P01,SITE2,map,C,2,6,6,P01_race_map_C_6.csv,24,25,26,26,27,09:37:27.118,09:37:29.293,09:37:29.293,09:37:29.293,09:37:31.226,-1820.900000,-139.400000,-1190.900000,-1375.200000,-127.000000,-1014.300000,-1376.200000,-125.500000,-1013.700000,-1376.200000,-125.500000,-1013.700000,479.412192,479.572528,478.611534,478.813335,1.166190,1.900000,1.166190,1.900000,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.175000,1.933000,teleport_map,25,26,,,400-500,351-500,direct_hit
SITE2_P01,P01,SITE2,tsunami,A,3,10,1,P01_race_tsunami_A_10.csv,3,4,5,5,6,09:48:28.510,09:48:29.983,09:48:29.983,09:48:29.983,09:48:32.230,1364.500000,-136.900000,-2182.200000,1036.100000,-125.400000,-1926.600000,1035.300000,-123.900000,-1927.800000,1035.300000,-123.900000,-1927.800000,416.146513,416.305381,416.043267,416.246321,1.442221,2.080865,1.442221,2.080865,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,1.473000,2.247000,teleport_tsunami,4,5,,,400-500,351-500,direct_hit
SITE2_P01,P01,SITE2,tsunami,A,3,10,2,P01_race_tsunami_A_10.csv,7,8,9,12,13,09:48:33.135,09:48:36.177,09:48:36.177,09:48:38.065,09:48:40.478,1035.300000,-123.900000,-1927.900000,660.800000,-122.800000,-2101.300000,650.400000,-120.300000,-2114.400000,657.700000,-121.200000,-2103.500000,412.695784,412.697250,427.703472,427.718622,16.726327,16.912126,3.801316,4.124318,false,1,2,true,false,13.118689,13.149525,13.118689,13.149525,1.102000,4.930000,2.413000,teleport_tsunami|teleport_tsunami,8|11,9|12,13.118689,13.149525,400-500,351-500,short_corrections_only
SITE2_P01,P01,SITE2,tsunami,A,3,10,3,P01_race_tsunami_A_10.csv,15,16,17,20,21,09:48:44.501,09:48:45.876,09:48:45.877,09:48:47.952,09:48:49.976,657.600000,-121.200000,-2103.600000,193.000000,-120.500000,-2075.600000,213.600000,-118.200000,-2093.800000,195.400000,-118.900000,-2077.100000,465.442972,465.443498,444.108140,444.118273,27.488179,27.584235,2.830194,3.251154,false,1,2,true,false,24.707286,24.717200,24.707286,24.717200,1.097000,3.451000,2.024000,teleport_tsunami|teleport_tsunami,16|19,17|20,24.707286,24.717200,400-500,351-500,short_corrections_only
SITE2_P01,P01,SITE2,tsunami,A,3,10,4,P01_race_tsunami_A_10.csv,22,23,24,27,28,09:48:50.735,09:48:51.933,09:48:51.935,09:48:52.881,09:48:55.652,195.400000,-118.900000,-2077.000000,207.800000,-130.500000,-1742.200000,211.400000,-128.700000,-1754.400000,207.700000,-129.000000,-1744.100000,335.029551,335.230309,322.996532,323.145169,12.720063,12.846789,1.902630,2.422808,false,1,2,true,false,10.944405,10.948516,10.944405,10.948516,0.491000,2.146000,2.771000,teleport_tsunami|teleport_tsunami,23|26,24|27,10.944405,10.948516,300-400,200-350,short_corrections_only
SITE2_P01,P01,SITE2,tsunami,A,3,10,5,P01_race_tsunami_A_10.csv,29,30,31,34,35,09:48:56.425,09:48:57.835,09:48:57.835,09:48:59.458,09:49:02.609,207.700000,-129.000000,-1744.200000,-221.000000,-110.700000,-1770.000000,-200.700000,-110.300000,-1758.800000,-216.200000,-109.500000,-1766.700000,429.475645,429.865351,408.660886,409.088511,23.184693,23.188144,5.824946,5.947268,false,1,2,true,false,17.397126,17.415510,17.397126,17.415510,0.459000,3.033000,3.151000,teleport_tsunami|teleport_tsunami,30|33,31|34,17.397126,17.415510,400-500,351-500,short_corrections_only
SITE2_P01,P01,SITE2,tsunami,A,3,10,6,P01_race_tsunami_A_10.csv,36,37,38,44,45,09:49:03.278,09:49:04.632,09:49:04.632,09:49:07.739,09:49:11.046,-216.200000,-109.400000,-1766.700000,-640.700000,-108.700000,-1512.100000,-598.600000,-106.700000,-1536.200000,-638.900000,-107.200000,-1512.800000,494.996374,494.996869,446.497492,446.505655,48.509999,48.551210,1.931321,2.445404,false,2,3,true,false,46.614647,46.617826,39.324928,39.328107,0.461000,4.461000,3.307000,teleport_tsunami|teleport_tsunami|teleport_tsunami,37|40|43,38|41|44,39.324928|7.289719,39.328107|7.289719,400-500,351-500,short_corrections_only
SITE2_P01,P01,SITE2,tsunami,B,3,11,1,P01_race_tsunami_B_11.csv,3,4,5,8,9,09:49:27.402,09:49:28.933,09:49:28.933,09:49:30.262,09:49:32.166,-1587.500000,-148.100000,1834.200000,-1824.000000,-155.900000,2254.000000,-1808.900000,-154.700000,2235.000000,-1823.200000,-154.500000,2253.700000,481.834297,481.897427,457.884920,457.932484,24.269528,24.299177,0.854400,1.640122,false,1,2,true,false,23.541028,23.541878,23.541028,23.541878,0.461000,2.860000,1.904000,teleport_tsunami|teleport_tsunami,4|7,5|8,23.541028,23.541878,400-500,351-500,short_corrections_only
SITE2_P01,P01,SITE2,tsunami,B,3,11,2,P01_race_tsunami_B_11.csv,10,11,12,15,16,09:49:33.129,09:49:34.613,09:49:34.613,09:49:35.915,09:49:37.365,-1823.200000,-154.400000,2253.700000,-2183.500000,-156.800000,1969.600000,-2152.300000,-155.100000,1987.900000,-2181.800000,-155.200000,1972.100000,458.834284,458.840561,423.032446,423.033025,36.170845,36.210772,3.023243,3.420526,false,1,2,true,false,33.464758,33.464907,33.464758,33.464907,0.529000,2.786000,1.450000,teleport_tsunami|teleport_tsunami,11|14,12|15,33.464758,33.464907,400-500,351-500,short_corrections_only
SITE2_P01,P01,SITE2,tsunami,B,3,11,3,P01_race_tsunami_B_11.csv,18,19,20,23,24,09:49:40.070,09:49:41.197,09:49:41.197,09:49:42.803,09:49:45.322,-2181.800000,-155.200000,1972.200000,-2489.500000,-157.100000,2081.700000,-2434.400000,-155.600000,2051.700000,-2490.200000,-155.500000,2083.200000,326.603031,326.608558,264.815049,264.815351,62.737628,62.755558,1.655295,2.302173,false,1,2,true,false,64.077219,64.077297,64.077219,64.077297,0.414000,2.733000,2.519000,teleport_tsunami|teleport_tsunami,19|22,20|23,64.077219,64.077297,300-400,200-350,short_corrections_only
SITE2_P01,P01,SITE2,tsunami,B,3,11,4,P01_race_tsunami_B_11.csv,25,26,27,30,31,09:49:46.101,09:49:49.407,09:49:49.407,09:49:51.721,09:49:53.719,-2490.100000,-155.500000,2083.200000,-2630.000000,-156.100000,2448.000000,-2622.800000,-154.600000,2426.200000,-2628.700000,-154.600000,2443.400000,390.705836,390.706296,367.774782,367.775883,22.958223,23.007173,4.780167,5.009990,false,1,2,true,false,18.183784,18.183784,18.183784,18.183784,0.410000,5.620000,1.998000,teleport_tsunami|teleport_tsunami,26|29,27|30,18.183784,18.183784,300-400,351-500,short_corrections_only
SITE2_P01,P01,SITE2,tsunami,B,3,11,5,P01_race_tsunami_B_11.csv,32,33,34,43,44,09:49:55.104,09:49:56.582,09:49:56.583,09:50:03.020,09:50:05.094,-2628.800000,-154.600000,2443.300000,-2978.700000,-155.900000,2306.500000,-2910.200000,-153.700000,2319.000000,-2977.000000,-154.300000,2308.200000,375.691695,375.693945,307.630379,307.631695,69.631171,69.665917,2.404163,2.887906,false,3,4,true,false,67.721458,67.727387,37.237213,37.237213,0.567000,7.916000,2.074000,teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami,33|36|39|42,34|37|40|43,37.237213|24.614833|5.869412,37.237213|24.619911|5.870264,300-400,351-500,short_corrections_only
SITE2_P01,P01,SITE2,tsunami,B,3,11,6,P01_race_tsunami_B_11.csv,45,46,47,50,51,09:50:06.044,09:50:08.829,09:50:08.829,09:50:11.050,09:50:13.788,-2977.000000,-154.300000,2308.200000,-2999.000000,-156.000000,1931.000000,-2992.600000,-154.500000,1927.700000,-2997.700000,-154.600000,1930.400000,377.841025,377.844849,380.819655,380.819708,7.200694,7.355270,1.431782,2.002498,false,1,2,true,false,5.635601,5.635601,5.635601,5.635601,0.326000,5.006000,2.738000,teleport_tsunami|teleport_tsunami,46|49,47|50,5.635601,5.635601,300-400,351-500,short_corrections_only
SITE2_P01,P01,SITE2,tsunami,C,3,9,1,P01_race_tsunami_C_9.csv,3,4,5,11,12,09:46:59.148,09:47:01.022,09:47:01.022,09:47:03.746,09:47:06.257,-2003.400000,-141.800000,179.600000,-2299.700000,-147.700000,56.800000,-2251.700000,-146.100000,78.300000,-2297.900000,-146.300000,58.500000,320.739037,320.793298,268.168939,268.203412,52.595152,52.619483,2.475884,2.844293,false,2,3,true,false,50.226580,50.227569,45.169901,45.169901,0.423000,4.598000,2.511000,teleport_tsunami|teleport_tsunami|teleport_tsunami,4|7|10,5|8|11,45.169901|5.056679,45.169901|5.057667,300-400,200-350,short_corrections_only
SITE2_P01,P01,SITE2,tsunami,C,3,9,2,P01_race_tsunami_C_9.csv,13,14,15,24,25,09:47:07.037,09:47:08.117,09:47:08.117,09:47:12.120,09:47:15.126,-2297.900000,-146.300000,58.500000,-2303.900000,-147.000000,-387.200000,-2309.800000,-145.200000,-284.600000,-2304.900000,-145.500000,-384.800000,445.740384,445.740934,343.306306,343.308069,102.769499,102.785262,2.600000,3.001666,false,3,4,true,false,100.350337,100.351254,69.045275,69.045565,0.402000,5.083000,3.006000,teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami,14|17|20|23,15|18|21|24,69.045275|23.342022|7.963040,69.045565|23.342022|7.963667,400-500,351-500,short_corrections_only
SITE2_P01,P01,SITE2,tsunami,C,3,9,3,P01_race_tsunami_C_9.csv,26,27,28,40,41,09:47:16.346,09:47:17.082,09:47:17.082,09:47:22.174,09:47:27.691,-2304.800000,-145.500000,-384.800000,-1943.900000,-143.600000,-367.100000,-2006.700000,-144.500000,-371.200000,-1946.800000,-142.200000,-366.600000,361.333779,361.338775,298.410070,298.411746,62.933695,62.940130,2.942788,3.258834,false,4,5,true,false,60.087197,60.132512,24.539967,24.556466,0.343000,5.828000,5.517000,teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami,27|30|33|36|39,28|31|34|37|40,15.247295|15.164762|24.539967|5.135173,15.255491|15.176627|24.556466|5.143928,300-400,351-500,short_corrections_only
SITE2_P01,P01,SITE2,tsunami,C,3,9,4,P01_race_tsunami_C_9.csv,42,43,44,47,48,09:47:28.856,09:47:30.453,09:47:30.453,09:47:32.353,09:47:35.295,-1946.800000,-142.200000,-366.600000,-2025.000000,-148.600000,-798.000000,-2025.900000,-147.300000,-784.500000,-2026.100000,-147.200000,-793.100000,438.430382,438.477092,425.320138,425.350714,13.529967,13.592277,5.021952,5.213444,false,1,2,true,false,8.602325,8.602906,8.602325,8.602906,0.450000,3.497000,2.942000,teleport_tsunami|teleport_tsunami,43|46,44|47,8.602325,8.602906,400-500,351-500,short_corrections_only
SITE2_P01,P01,SITE2,tsunami,C,3,9,5,P01_race_tsunami_C_9.csv,49,50,51,60,61,09:47:36.182,09:47:37.917,09:47:37.917,09:47:41.973,09:47:44.475,-2026.100000,-147.200000,-793.100000,-1819.400000,-140.800000,-1190.000000,-1876.600000,-140.400000,-1112.900000,-1823.500000,-139.400000,-1185.800000,447.498045,447.543808,353.018824,353.084310,96.001302,96.002135,5.869412,6.034070,false,3,4,true,false,90.148646,90.159202,51.722819,51.726299,0.397000,5.791000,2.502000,teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami,50|53|56|59,51|54|57|60,18.305191|51.722819|20.120636,18.312018|51.726299|20.120885,400-500,351-500,short_corrections_only
SITE2_P01,P01,SITE2,tsunami,C,3,9,6,P01_race_tsunami_C_9.csv,65,66,67,88,89,09:47:53.713,09:47:54.828,09:47:54.829,09:48:03.581,09:48:06.300,-1823.500000,-139.400000,-1185.800000,-1375.200000,-127.000000,-1014.300000,-1565.500000,-132.600000,-1165.200000,-1379.100000,-125.500000,-1017.500000,479.984521,480.144666,258.821097,258.910409,242.868071,242.932624,5.044799,5.263079,false,7,8,false,true,278.704641,278.855076,125.166170,125.220845,0.345000,9.868000,2.719000,teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami|teleport_tsunami,66|69|72|75|78|81|84|87,67|70|73|76|79|82|85|88,125.166170|49.019384|8.809086|44.928499|16.831518|17.907540|16.042444,125.220845|49.042329|8.865664|44.939626|16.832706|17.908657|16.045249,400-500,351-500,contains_correction_at_least_100m
SITE2_P02,P02,SITE2,map,A,2,6,1,P02_race_map_A_6.csv,3,4,5,5,6,12:20:51.360,12:20:53.293,12:20:53.293,12:20:53.293,12:20:54.676,1364.500000,-136.900000,-2182.300000,1036.100000,-125.400000,-1926.600000,1039.400000,-123.800000,-1923.400000,1039.400000,-123.800000,-1923.400000,416.207941,416.366785,415.595019,415.801431,4.596738,4.867237,4.596738,4.867237,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,1.933000,1.383000,teleport_map,4,5,,,400-500,351-500,direct_hit
SITE2_P02,P02,SITE2,map,A,2,6,2,P02_race_map_A_6.csv,7,8,9,15,16,12:20:54.907,12:20:58.363,12:20:58.363,12:21:05.311,12:21:07.556,1039.400000,-123.800000,-1923.400000,660.800000,-122.800000,-2101.300000,663.200000,-121.400000,-2092.900000,658.800000,-121.200000,-2103.000000,418.313722,418.314917,412.621727,412.628707,8.736132,8.847599,2.624881,3.074085,false,2,3,true,false,20.349780,20.351369,12.587692,12.589281,0.902000,10.404000,2.245000,teleport_map|teleport_map|teleport_map,8|11|14,9|12|15,12.587692|7.762087,12.589281|7.762087,400-500,351-500,short_corrections_only
SITE2_P02,P02,SITE2,map,A,2,6,3,P02_race_map_A_6.csv,17,18,19,25,26,12:21:07.754,12:21:10.300,12:21:10.300,12:21:14.625,12:21:16.523,658.800000,-121.200000,-2103.100000,193.000000,-120.500000,-2075.600000,196.600000,-119.300000,-2070.100000,190.500000,-118.800000,-2076.800000,466.611069,466.611594,463.376564,463.380459,6.573431,6.682066,2.773085,3.252691,false,2,3,true,false,13.949143,13.967221,10.965856,10.982258,0.618000,6.871000,1.898000,teleport_map|teleport_map|teleport_map,18|21|24,19|22|25,2.983287|10.965856,2.984962|10.982258,400-500,351-500,short_corrections_only
SITE2_P02,P02,SITE2,map,A,2,6,4,P02_race_map_A_6.csv,27,28,29,32,33,12:21:16.707,12:21:19.783,12:21:19.783,12:21:22.536,12:21:23.968,190.500000,-118.900000,-2076.700000,207.800000,-130.500000,-1742.200000,214.900000,-128.800000,-1751.000000,207.100000,-128.900000,-1745.700000,334.947070,335.147878,326.612691,326.762697,11.307077,11.434159,3.569314,3.911521,false,1,2,true,false,9.486833,9.487360,9.486833,9.487360,0.649000,5.829000,1.432000,teleport_map|teleport_map,28|31,29|32,9.486833,9.487360,300-400,200-350,short_corrections_only
SITE2_P02,P02,SITE2,map,A,2,6,5,P02_race_map_A_6.csv,34,35,36,36,37,12:21:24.220,12:21:26.376,12:21:26.377,12:21:26.377,12:21:27.472,207.100000,-128.900000,-1745.800000,-221.000000,-110.700000,-1770.000000,-217.600000,-109.300000,-1771.400000,-217.600000,-109.300000,-1771.400000,428.783454,429.169535,425.470857,425.922070,3.676955,3.934463,3.676955,3.934463,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.157000,1.095000,teleport_map,35,36,,,400-500,351-500,direct_hit
SITE2_P02,P02,SITE2,map,A,2,6,6,P02_race_map_A_6.csv,38,39,40,40,41,12:21:27.607,12:21:29.993,12:21:29.993,12:21:29.993,12:21:30.940,-217.600000,-109.300000,-1771.400000,-640.700000,-108.700000,-1512.100000,-636.400000,-107.100000,-1515.700000,-636.400000,-107.100000,-1515.700000,496.235932,496.236295,490.689240,490.694172,5.608030,5.831809,5.608030,5.831809,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,2.386000,0.947000,teleport_map,39,40,,,400-500,351-500,direct_hit
SITE2_P02,P02,SITE2,map,B,2,7,1,P02_race_map_B_7.csv,3,4,5,8,9,12:21:45.456,12:21:48.015,12:21:48.016,12:21:50.287,12:21:52.542,-1587.500000,-148.100000,1834.100000,-1824.000000,-155.900000,2254.000000,-1817.300000,-154.500000,2245.000000,-1828.100000,-154.300000,2252.000000,481.921425,481.984543,470.793851,470.837350,11.220071,11.307077,4.561798,4.834253,false,1,2,true,false,12.841339,12.844843,12.841339,12.844843,0.643000,4.831000,2.255000,teleport_map|teleport_map,4|7,5|8,12.841339,12.844843,400-500,351-500,short_corrections_only
SITE2_P02,P02,SITE2,map,B,2,7,2,P02_race_map_B_7.csv,10,11,12,18,19,12:21:52.684,12:21:56.783,12:21:56.783,12:22:00.660,12:22:02.347,-1828.100000,-154.300000,2252.000000,-2183.500000,-156.800000,1969.600000,-2181.800000,-155.100000,1977.000000,-2179.500000,-155.200000,1964.700000,453.937132,453.944016,448.027555,448.028269,7.592760,7.780745,6.325346,6.524569,false,2,3,true,false,14.947397,14.947397,11.950732,11.950732,0.872000,7.976000,1.687000,teleport_map|teleport_map|teleport_map,11|14|17,12|15|18,2.996665|11.950732,2.996665|11.950732,400-500,351-500,short_corrections_only
SITE2_P02,P02,SITE2,map,B,2,7,3,P02_race_map_B_7.csv,20,21,22,28,29,12:22:03.003,12:22:05.262,12:22:05.263,12:22:09.195,12:22:11.897,-2179.500000,-155.200000,1964.700000,-2489.500000,-157.100000,2081.700000,-2483.800000,-155.600000,2076.700000,-2493.600000,-155.600000,2077.900000,331.344232,331.349679,324.256827,324.257074,7.582216,7.729166,5.590170,5.787918,false,2,3,true,false,24.755447,24.755970,15.202960,15.202960,0.639000,6.192000,2.702000,teleport_map|teleport_map|teleport_map,21|24|27,22|25|28,15.202960|9.552487,15.202960|9.553010,300-400,200-350,short_corrections_only
SITE2_P02,P02,SITE2,map,B,2,7,4,P02_race_map_B_7.csv,30,31,32,35,36,12:22:12.080,12:22:14.209,12:22:14.209,12:22:16.986,12:22:18.326,-2493.600000,-155.600000,2077.900000,-2630.000000,-156.100000,2448.000000,-2626.900000,-154.500000,2438.200000,-2627.600000,-154.500000,2448.500000,394.435001,394.435318,384.167906,384.169481,10.278619,10.402404,2.451530,2.927456,false,1,2,true,false,10.323759,10.324243,10.323759,10.324243,0.577000,4.906000,1.340000,teleport_map|teleport_map,31|34,32|35,10.323759,10.324243,300-400,351-500,short_corrections_only
SITE2_P02,P02,SITE2,map,B,2,7,5,P02_race_map_B_7.csv,37,38,39,42,43,12:22:18.550,12:22:20.563,12:22:20.563,12:22:22.659,12:22:24.402,-2627.600000,-154.600000,2448.400000,-2978.700000,-155.900000,2306.500000,-2972.000000,-154.200000,2303.700000,-2978.700000,-154.300000,2306.500000,378.690929,378.693161,373.563181,373.563395,7.261543,7.457882,0.000000,1.600000,false,1,2,true,false,7.316420,7.319153,7.316420,7.319153,0.612000,4.109000,1.743000,teleport_map|teleport_map,38|41,39|42,7.316420,7.319153,300-400,351-500,short_corrections_only
SITE2_P02,P02,SITE2,map,B,2,7,6,P02_race_map_B_7.csv,44,45,46,49,50,12:22:24.640,12:22:27.585,12:22:27.585,12:22:29.795,12:22:31.050,-2978.800000,-154.400000,2306.500000,-2999.000000,-156.000000,1931.000000,-3003.100000,-154.300000,1936.300000,-2998.200000,-154.500000,1927.700000,376.042936,376.046340,370.996671,370.996685,6.700746,6.913031,3.395585,3.712142,false,1,2,true,false,9.848858,9.853426,9.848858,9.853426,0.708000,5.155000,1.255000,teleport_map|teleport_map,45|48,46|49,9.848858,9.853426,300-400,351-500,short_corrections_only
SITE2_P02,P02,SITE2,map,C,2,5,1,P02_race_map_C_5.csv,4,5,6,6,7,12:19:53.116,12:19:54.388,12:19:54.389,12:19:54.389,12:19:55.557,-2003.300000,-141.900000,179.500000,-2299.700000,-147.700000,56.800000,-2295.400000,-146.400000,56.500000,-2295.400000,-146.400000,56.500000,320.793158,320.845586,316.940704,316.972649,4.310452,4.502222,4.310452,4.502222,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,1.273000,1.168000,teleport_map,5,6,,,300-400,200-350,direct_hit
SITE2_P02,P02,SITE2,map,C,2,5,2,P02_race_map_C_5.csv,8,9,10,13,14,12:19:55.822,12:19:59.137,12:19:59.137,12:20:03.756,12:20:05.848,-2295.400000,-146.500000,56.500000,-2303.900000,-147.000000,-387.200000,-2300.600000,-145.500000,-381.300000,-2303.300000,-145.500000,-389.000000,443.781410,443.781692,437.830881,437.832023,6.760178,6.924594,1.897367,2.418677,false,1,2,true,false,8.159657,8.159657,8.159657,8.159657,1.105000,7.934000,2.092000,teleport_map|teleport_map,9|12,10|13,8.159657,8.159657,400-500,351-500,short_corrections_only
SITE2_P02,P02,SITE2,map,C,2,5,3,P02_race_map_C_5.csv,15,16,17,17,18,12:20:06.768,12:20:11.956,12:20:11.956,12:20:11.956,12:20:13.243,-2303.300000,-145.500000,-388.900000,-1943.900000,-143.600000,-367.100000,-1941.700000,-142.000000,-371.500000,-1941.700000,-142.000000,-371.500000,360.060550,360.065563,362.018397,362.034363,4.919350,5.173007,4.919350,5.173007,true,0,1,true,false,0.000000,0.000000,0.000000,0.000000,,5.188000,1.287000,teleport_map,16,17,,,300-400,351-500,direct_hit
